91 Lê Lợi, Đức Hòa, Tây Ninh
741 Quang Trung, Châu Đốc, An Giang
885 Trần Hưng Đạo, Thanh Hóa, Thanh Hóa
520 Trần Phú, Hương Trà, Huế
477 Lê Lợi, Hoa Lư, Ninh Bình
442 Phan Chu Trinh, Hương Thủy, Huế
26 Nguyễn Văn Cừ, Diên Khánh, Khánh Hòa
811 Võ Thị Sáu, Sầm Sơn, Thanh Hóa
441 Phạm Văn Đồng, Bảo Thắng, Lào Cai
572 Võ Thị Sáu, Bát Xát, Lào Cai
632 Trần Hưng Đạo, Tuyên Quang, Tuyên Quang
18 Phan Đình Phùng, Hương Thủy, Huế
808 Phan Đình Phùng, Châu Thành, An Giang
462 Đinh Tiên Hoàng, Kim Sơn, Ninh Bình
381 Trần Phú, Buôn Ma Thuột, Đắk Lắk
212 Phạm Văn Đồng, Bát Xát, Lào Cai
307 Trần Phú, Mường Lay, Điện Biên
806 Phạm Văn Đồng, Biên Hòa, Đồng Nai
349 Quang Trung, Pleiku, Gia Lai
927 Phạm Văn Đồng, Nhơn Trạch, Đồng Nai
332 Quang Trung, Hưng Yên, Hưng Yên
60 Nguyễn Thái Học, Bỉm Sơn, Thanh Hóa
136 Nguyễn Văn Cừ, Từ Sơn, Bắc Ninh
624 Quang Trung, U Minh, Cà Mau
873 Nguyễn Trãi, Tuần Giáo, Điện Biên
822 Nguyễn Văn Cừ, Sơn La, Sơn La
78 Hai Bà Trưng, Châu Đốc, An Giang
189 Lê Duẩn, Thuận Hóa, Huế
96 Lê Lợi, Long Khánh, Đồng Nai
894 Nguyễn Thái Học, Châu Đốc, An Giang
552 Nguyễn Huệ, Gio Linh, Quảng Trị
751 Phạm Văn Đồng, Nhơn Trạch, Đồng Nai
523 Trần Phú, Bến Lức, Tây Ninh
944 Nguyễn Huệ, Thuận Châu, Sơn La
625 Võ Thị Sáu, Thuận Châu, Sơn La
609 Trần Phú, Sơn La, Sơn La
686 Phan Đình Phùng, Tân An, Tây Ninh
296 Cách Mạng Tháng Tám, Vĩnh Long, Vĩnh Long
138 Nguyễn Huệ, Yên Sơn, Tuyên Quang
305 Lê Lợi, Trùng Khánh, Cao Bằng
618 Phan Đình Phùng, Krông Pắc, Đắk Lắk
508 Trần Phú, Hưng Yên, Hưng Yên
96 Nguyễn Văn Cừ, Lê Chân, Hải Phòng
53 Cách Mạng Tháng Tám, Tuần Giáo, Điện Biên
751 Phan Đình Phùng, Sơn La, Sơn La
707 Đinh Tiên Hoàng, Cà Mau, Cà Mau
219 Quang Trung, Tư Nghĩa, Quảng Ngãi
811 Trần Phú, Trùng Khánh, Cao Bằng
555 Hoàng Văn Thụ, Cẩm Phả, Quảng Ninh
805 Nguyễn Du, Cà Mau, Cà Mau
174 Nguyễn Trãi, Ninh Kiều, Cần Thơ
438 Phan Chu Trinh, Buôn Ma Thuột, Đắk Lắk
416 Lê Duẩn, Hoa Lư, Ninh Bình
877 Hai Bà Trưng, Tân An, Tây Ninh
940 Nguyễn Văn Cừ, Tân An, Tây Ninh
281 Trần Hưng Đạo, Na Hang, Tuyên Quang
380 Phạm Văn Đồng, Đức Trọng, Lâm Đồng
881 Quang Trung, Yên Sơn, Tuyên Quang
18 Đinh Tiên Hoàng, Hương Trà, Huế
237 Hoàng Văn Thụ, Văn Lâm, Hưng Yên
102 Nguyễn Trãi, Lê Chân, Hải Phòng
439 Trần Hưng Đạo, Vĩnh Linh, Quảng Trị
581 Phạm Văn Đồng, Ngũ Hành Sơn, Đà Nẵng
364 Lê Lợi, Hải Châu, Đà Nẵng
873 Lê Lợi, Điện Biên, Điện Biên
354 Lê Duẩn, Đức Hòa, Tây Ninh
694 Lê Lợi, Mộc Châu, Sơn La
483 Lý Thường Kiệt, Thanh Khê, Đà Nẵng
793 Trần Phú, Diên Khánh, Khánh Hòa
694 Hoàng Văn Thụ, Hàm Yên, Tuyên Quang
218 Trần Phú, Lê Chân, Hải Phòng
667 Nguyễn Du, Cao Bằng, Cao Bằng
624 Trần Phú, Ô Môn, Cần Thơ
289 Phạm Văn Đồng, Hương Trà, Huế
445 Nguyễn Thái Học, Than Uyên, Lai Châu
774 Phạm Văn Đồng, Diễn Châu, Nghệ An
743 Cách Mạng Tháng Tám, Điện Biên Phủ, Điện Biên
945 Cách Mạng Tháng Tám, Trùng Khánh, Cao Bằng
187 Phạm Văn Đồng, Móng Cái, Quảng Ninh
627 Hai Bà Trưng, Đầm Dơi, Cà Mau
347 Lê Duẩn, Hoa Lư, Ninh Bình
614 Lê Duẩn, Sa Pa, Lào Cai
455 Trần Hưng Đạo, Văn Lâm, Hưng Yên
853 Trần Phú, Thanh Hóa, Thanh Hóa
147 Phạm Văn Đồng, Đức Hòa, Tây Ninh
825 Lý Thường Kiệt, Cẩm Phả, Quảng Ninh
692 Đinh Tiên Hoàng, Vĩnh Long, Vĩnh Long
397 Lê Duẩn, Sông Công, Thái Nguyên
781 Trần Hưng Đạo, Sơn Trà, Đà Nẵng
249 Phan Chu Trinh, Phú Thọ, Phú Thọ
347 Phạm Văn Đồng, Sơn Tịnh, Quảng Ngãi
241 Võ Thị Sáu, Sông Công, Thái Nguyên
915 Phan Đình Phùng, Hồng Bàng, Hải Phòng
477 Cách Mạng Tháng Tám, Tân An, Tây Ninh
107 Lê Lợi, Sơn Tịnh, Quảng Ngãi
789 Nguyễn Huệ, Phong Thổ, Lai Châu
844 Trần Hưng Đạo, Kim Sơn, Ninh Bình
491 Hai Bà Trưng, Phú Xuân, Huế
702 Lý Thường Kiệt, Bình Thủy, Cần Thơ
987 Phan Đình Phùng, Kỳ Anh, Hà Tĩnh
104 Hoàng Văn Thụ, Điện Biên Phủ, Điện Biên
796 Đinh Tiên Hoàng, Diễn Châu, Nghệ An
948 Lê Duẩn, Yên Sơn, Tuyên Quang
201 Phạm Văn Đồng, Hoa Lư, Ninh Bình
894 Đinh Tiên Hoàng, Bảo Thắng, Lào Cai
200 Trần Phú, Tam Điệp, Ninh Bình
809 Hoàng Văn Thụ, Than Uyên, Lai Châu
879 Quang Trung, Tư Nghĩa, Quảng Ngãi
577 Hai Bà Trưng, Hạ Long, Quảng Ninh
147 Trần Phú, Trảng Bom, Đồng Nai
268 Phạm Văn Đồng, Đức Trọng, Lâm Đồng
840 Nguyễn Huệ, Kỳ Anh, Hà Tĩnh
345 Nguyễn Thái Học, Buôn Ma Thuột, Đắk Lắk
616 Hai Bà Trưng, Hàm Yên, Tuyên Quang
293 Võ Thị Sáu, Lấp Vò, Đồng Tháp
48 Trần Phú, Sơn La, Sơn La
138 Nguyễn Văn Cừ, Phú Thọ, Phú Thọ
725 Trần Phú, Sơn Tịnh, Quảng Ngãi
637 Nguyễn Huệ, Kim Sơn, Ninh Bình
895 Phạm Văn Đồng, Hữu Lũng, Lạng Sơn
904 Nguyễn Du, Mỹ Hào, Hưng Yên
861 Cách Mạng Tháng Tám, Hưng Yên, Hưng Yên
952 Phạm Văn Đồng, Tuyên Quang, Tuyên Quang
355 Lý Thường Kiệt, Mộc Châu, Sơn La
480 Cách Mạng Tháng Tám, Cao Lãnh, Đồng Tháp
713 Trần Hưng Đạo, Hải Châu, Đà Nẵng
845 Lê Lợi, Na Hang, Tuyên Quang
579 Trần Phú, Yên Phong, Bắc Ninh
594 Lý Thường Kiệt, Mộc Châu, Sơn La
862 Lê Lợi, Diên Khánh, Khánh Hòa
658 Nguyễn Huệ, Tam Đường, Lai Châu
540 Hoàng Văn Thụ, Sa Pa, Lào Cai
692 Đinh Tiên Hoàng, Than Uyên, Lai Châu
878 Hoàng Văn Thụ, Hữu Lũng, Lạng Sơn
884 Nguyễn Văn Cừ, Mường Lay, Điện Biên
220 Hoàng Văn Thụ, Đầm Dơi, Cà Mau
478 Nguyễn Huệ, Điện Biên, Điện Biên
864 Phan Chu Trinh, Phú Thọ, Phú Thọ
310 Phạm Văn Đồng, Châu Đốc, An Giang
891 Lê Duẩn, Nghi Sơn, Thanh Hóa
736 Phan Đình Phùng, Thanh Sơn, Phú Thọ
597 Hai Bà Trưng, Ngũ Hành Sơn, Đà Nẵng
510 Trần Hưng Đạo, Ninh Hòa, Khánh Hòa
580 Hoàng Văn Thụ, Nghi Lộc, Nghệ An
233 Trần Phú, Hàm Yên, Tuyên Quang
861 Lê Lợi, Yên Phong, Bắc Ninh
309 Trần Hưng Đạo, Cao Bằng, Cao Bằng
488 Lý Thường Kiệt, Cao Lãnh, Đồng Tháp
48 Cách Mạng Tháng Tám, Hải Châu, Đà Nẵng
840 Hai Bà Trưng, Hồng Ngự, Đồng Tháp
714 Phan Chu Trinh, Sầm Sơn, Thanh Hóa
994 Quang Trung, Lai Châu, Lai Châu
229 Nguyễn Thái Học, Nhơn Trạch, Đồng Nai
452 Nguyễn Trãi, Cái Răng, Cần Thơ
697 Hai Bà Trưng, Bảo Lộc, Lâm Đồng
805 Trần Hưng Đạo, Khoái Châu, Hưng Yên
449 Hoàng Văn Thụ, Thanh Hóa, Thanh Hóa
71 Hai Bà Trưng, Bình Minh, Vĩnh Long
722 Nguyễn Du, Sơn Tịnh, Quảng Ngãi
199 Nguyễn Văn Cừ, Mộc Châu, Sơn La
716 Nguyễn Thái Học, Cao Bằng, Cao Bằng
996 Nguyễn Huệ, Uông Bí, Quảng Ninh
274 Đinh Tiên Hoàng, Đại Từ, Thái Nguyên
660 Hoàng Văn Thụ, Mường Lay, Điện Biên
401 Cách Mạng Tháng Tám, Hoa Lư, Ninh Bình
656 Nguyễn Thái Học, Tam Đường, Lai Châu
886 Đinh Tiên Hoàng, Mỹ Hào, Hưng Yên
677 Nguyễn Thái Học, Hồng Ngự, Đồng Tháp
865 Lý Thường Kiệt, Lào Cai, Lào Cai
85 Lý Thường Kiệt, Bảo Thắng, Lào Cai
597 Lý Thường Kiệt, Hương Trà, Huế
287 Nguyễn Văn Cừ, Sơn La, Sơn La
681 Nguyễn Văn Cừ, Lê Chân, Hải Phòng
199 Nguyễn Huệ, An Khê, Gia Lai
541 Cách Mạng Tháng Tám, Tư Nghĩa, Quảng Ngãi
819 Trần Hưng Đạo, Buôn Ma Thuột, Đắk Lắk
933 Lý Thường Kiệt, Phú Xuân, Huế
847 Đinh Tiên Hoàng, Ô Môn, Cần Thơ
89 Hoàng Văn Thụ, Bỉm Sơn, Thanh Hóa
972 Phan Đình Phùng, Kỳ Anh, Hà Tĩnh
281 Phạm Văn Đồng, Lạng Sơn, Lạng Sơn
772 Phan Đình Phùng, Ninh Hòa, Khánh Hòa
144 Trần Phú, Mộc Hóa, Tây Ninh
910 Nguyễn Du, Yên Phong, Bắc Ninh
516 Cách Mạng Tháng Tám, Cư M'gar, Đắk Lắk
278 Hoàng Văn Thụ, Hưng Yên, Hưng Yên
963 Nguyễn Du, Hải Châu, Đà Nẵng
435 Quang Trung, Sơn Trà, Đà Nẵng
705 Trần Hưng Đạo, Thanh Khê, Đà Nẵng
624 Cách Mạng Tháng Tám, Cái Răng, Cần Thơ
761 Nguyễn Văn Cừ, Trần Văn Thời, Cà Mau
856 Hoàng Văn Thụ, Diên Khánh, Khánh Hòa
343 Phan Chu Trinh, Tam Đường, Lai Châu
212 Quang Trung, Sơn La, Sơn La
36 Quang Trung, Hà Tĩnh, Hà Tĩnh
793 Phan Đình Phùng, Cam Ranh, Khánh Hòa
718 Nguyễn Trãi, Tân An, Tây Ninh
317 Phạm Văn Đồng, Lạng Sơn, Lạng Sơn
469 Lê Lợi, Ninh Hòa, Khánh Hòa
213 Nguyễn Huệ, Vinh, Nghệ An
131 Trần Phú, Ea Kar, Đắk Lắk
682 Nguyễn Huệ, Diên Khánh, Khánh Hòa
107 Đinh Tiên Hoàng, Di Linh, Lâm Đồng
520 Trần Phú, Tân An, Tây Ninh
924 Nguyễn Huệ, Sông Công, Thái Nguyên
923 Cách Mạng Tháng Tám, Mỹ Hào, Hưng Yên
487 Quang Trung, Điện Biên Phủ, Điện Biên
190 Trần Phú, Quảng Trị, Quảng Trị
706 Hai Bà Trưng, Bát Xát, Lào Cai
75 Trần Phú, Hữu Lũng, Lạng Sơn
219 Đinh Tiên Hoàng, Hòa An, Cao Bằng
235 Quang Trung, Cẩm Phả, Quảng Ninh
151 Hoàng Văn Thụ, Vĩnh Long, Vĩnh Long
900 Phan Đình Phùng, Buôn Ma Thuột, Đắk Lắk
474 Nguyễn Thái Học, Diên Khánh, Khánh Hòa
705 Lê Lợi, Ngũ Hành Sơn, Đà Nẵng
524 Võ Thị Sáu, Hàm Yên, Tuyên Quang
342 Hai Bà Trưng, Quảng Trị, Quảng Trị
992 Hoàng Văn Thụ, Gio Linh, Quảng Trị
89 Nguyễn Trãi, Bình Thủy, Cần Thơ
566 Cách Mạng Tháng Tám, Di Linh, Lâm Đồng
542 Lê Duẩn, Phổ Yên, Thái Nguyên
479 Phan Đình Phùng, Mộc Châu, Sơn La
703 Đinh Tiên Hoàng, Nghi Xuân, Hà Tĩnh
506 Nguyễn Trãi, Krông Pắc, Đắk Lắk
125 Nguyễn Trãi, Thuận Châu, Sơn La
287 Lê Lợi, Vĩnh Long, Vĩnh Long
235 Đinh Tiên Hoàng, Bắc Ninh, Bắc Ninh
460 Phan Đình Phùng, Lạng Sơn, Lạng Sơn
553 Lê Lợi, Biên Hòa, Đồng Nai
900 Lý Thường Kiệt, Mỹ Hào, Hưng Yên
983 Nguyễn Huệ, Quảng Trị, Quảng Trị
563 Hoàng Văn Thụ, Ninh Kiều, Cần Thơ
60 Phạm Văn Đồng, Hạ Long, Quảng Ninh
932 Hai Bà Trưng, Hồng Bàng, Hải Phòng
938 Quang Trung, Diên Khánh, Khánh Hòa
107 Nguyễn Du, Phú Xuân, Huế
873 Lê Duẩn, Phong Thổ, Lai Châu
111 Nguyễn Du, Tịnh Biên, An Giang
237 Nguyễn Trãi, Trùng Khánh, Cao Bằng
22 Lê Lợi, Chi Lăng, Lạng Sơn
106 Nguyễn Văn Cừ, Bảo Lộc, Lâm Đồng
215 Quang Trung, Thái Nguyên, Thái Nguyên
749 Trần Phú, Nguyên Bình, Cao Bằng
216 Lê Lợi, Nghi Lộc, Nghệ An
55 Nguyễn Thái Học, Nguyên Bình, Cao Bằng
466 Hai Bà Trưng, Hồng Lĩnh, Hà Tĩnh
170 Phan Chu Trinh, Hạ Long, Quảng Ninh
135 Phan Chu Trinh, Cà Mau, Cà Mau
486 Trần Phú, Bát Xát, Lào Cai
205 Phan Chu Trinh, Bình Minh, Vĩnh Long
153 Phan Đình Phùng, Mường Lay, Điện Biên
568 Quang Trung, Tịnh Biên, An Giang
689 Phan Chu Trinh, Lai Châu, Lai Châu
133 Phan Chu Trinh, Thuận Hóa, Huế
977 Lý Thường Kiệt, Cà Mau, Cà Mau
29 Lý Thường Kiệt, Thái Nguyên, Thái Nguyên
423 Nguyễn Du, Phong Thổ, Lai Châu
553 Quang Trung, Hà Tĩnh, Hà Tĩnh
569 Lý Thường Kiệt, Thanh Sơn, Phú Thọ
312 Cách Mạng Tháng Tám, Cao Lộc, Lạng Sơn
825 Hai Bà Trưng, Trùng Khánh, Cao Bằng
608 Hoàng Văn Thụ, Ayun Pa, Gia Lai
303 Trần Phú, Từ Sơn, Bắc Ninh
366 Lý Thường Kiệt, Chi Lăng, Lạng Sơn
436 Nguyễn Trãi, Di Linh, Lâm Đồng
152 Quang Trung, Quảng Ngãi, Quảng Ngãi
889 Võ Thị Sáu, Kim Sơn, Ninh Bình
247 Trần Hưng Đạo, Ninh Kiều, Cần Thơ
834 Nguyễn Trãi, Mỹ Hào, Hưng Yên
668 Nguyễn Huệ, U Minh, Cà Mau
972 Hai Bà Trưng, Sông Công, Thái Nguyên
128 Nguyễn Thái Học, Uông Bí, Quảng Ninh
520 Quang Trung, Thanh Hóa, Thanh Hóa
708 Nguyễn Du, Quảng Trị, Quảng Trị
83 Đinh Tiên Hoàng, Gio Linh, Quảng Trị
455 Phan Đình Phùng, Tịnh Biên, An Giang
450 Lý Thường Kiệt, Mường Lay, Điện Biên
536 Phan Đình Phùng, Vĩnh Linh, Quảng Trị
170 Võ Thị Sáu, Nghi Xuân, Hà Tĩnh
331 Phan Chu Trinh, Hưng Yên, Hưng Yên
446 Hoàng Văn Thụ, Sầm Sơn, Thanh Hóa
92 Lý Thường Kiệt, Điện Biên, Điện Biên
766 Phan Đình Phùng, Từ Sơn, Bắc Ninh
206 Lê Lợi, Châu Thành, An Giang
95 Hai Bà Trưng, Sơn Tịnh, Quảng Ngãi
607 Phạm Văn Đồng, Phú Xuân, Huế
321 Nguyễn Huệ, Quảng Trị, Quảng Trị
803 Phan Đình Phùng, Thanh Khê, Đà Nẵng
18 Hai Bà Trưng, Bảo Thắng, Lào Cai
917 Phạm Văn Đồng, Bình Minh, Vĩnh Long
893 Nguyễn Huệ, Đức Phổ, Quảng Ngãi
337 Nguyễn Thái Học, Bát Xát, Lào Cai
672 Nguyễn Văn Cừ, Đức Phổ, Quảng Ngãi
349 Nguyễn Văn Cừ, Hoa Lư, Ninh Bình
380 Nguyễn Huệ, Long Xuyên, An Giang
283 Nguyễn Trãi, Ô Môn, Cần Thơ
440 Phan Chu Trinh, Nha Trang, Khánh Hòa
7 Phạm Văn Đồng, Ngô Quyền, Hải Phòng
995 Đinh Tiên Hoàng, Lấp Vò, Đồng Tháp
432 Nguyễn Văn Cừ, Than Uyên, Lai Châu
790 Nguyễn Huệ, Mỹ Hào, Hưng Yên
197 Phan Chu Trinh, Ninh Kiều, Cần Thơ
248 Đinh Tiên Hoàng, Cao Lãnh, Đồng Tháp
998 Nguyễn Văn Cừ, Bình Minh, Vĩnh Long
334 Trần Hưng Đạo, Ninh Hòa, Khánh Hòa
94 Nguyễn Văn Cừ, Chư Păh, Gia Lai
716 Trần Hưng Đạo, Mộc Hóa, Tây Ninh
85 Hai Bà Trưng, Ô Môn, Cần Thơ
574 Trần Phú, Biên Hòa, Đồng Nai
921 Lý Thường Kiệt, Vĩnh Long, Vĩnh Long
717 Lê Duẩn, Kim Sơn, Ninh Bình
621 Lê Lợi, Kiến An, Hải Phòng
834 Trần Hưng Đạo, Phong Thổ, Lai Châu
658 Cách Mạng Tháng Tám, Gio Linh, Quảng Trị
998 Lê Lợi, Tuyên Quang, Tuyên Quang
410 Phạm Văn Đồng, Cao Bằng, Cao Bằng
717 Nguyễn Thái Học, Yên Sơn, Tuyên Quang
807 Hai Bà Trưng, Bình Minh, Vĩnh Long
431 Phạm Văn Đồng, Cửa Lò, Nghệ An
54 Lê Lợi, Vĩnh Linh, Quảng Trị
403 Nguyễn Thái Học, Châu Đốc, An Giang
189 Nguyễn Huệ, Buôn Ma Thuột, Đắk Lắk
784 Phạm Văn Đồng, Tam Đường, Lai Châu
679 Cách Mạng Tháng Tám, Trảng Bom, Đồng Nai
495 Nguyễn Thái Học, Bảo Thắng, Lào Cai
374 Nguyễn Văn Cừ, Gio Linh, Quảng Trị
787 Phan Đình Phùng, Chi Lăng, Lạng Sơn
987 Lê Duẩn, Mộc Châu, Sơn La
159 Hai Bà Trưng, Hương Trà, Huế
591 Phan Đình Phùng, Châu Thành, An Giang
281 Lê Lợi, Quảng Trị, Quảng Trị
892 Đinh Tiên Hoàng, Long Hồ, Vĩnh Long
803 Võ Thị Sáu, Kiến An, Hải Phòng
623 Lê Lợi, Than Uyên, Lai Châu
678 Nguyễn Thái Học, Vĩnh Long, Vĩnh Long
479 Đinh Tiên Hoàng, Vinh, Nghệ An
627 Lê Duẩn, Cư M'gar, Đắk Lắk
518 Cách Mạng Tháng Tám, Châu Thành, An Giang
674 Nguyễn Trãi, Thuận Hóa, Huế
471 Phan Chu Trinh, Tuần Giáo, Điện Biên
281 Lê Duẩn, Gio Linh, Quảng Trị
8 Lý Thường Kiệt, Kiến An, Hải Phòng
59 Phan Chu Trinh, Văn Lâm, Hưng Yên
478 Võ Thị Sáu, Phong Thổ, Lai Châu
300 Võ Thị Sáu, Ngô Quyền, Hải Phòng
144 Hoàng Văn Thụ, Phú Thọ, Phú Thọ
165 Nguyễn Văn Cừ, Phú Thọ, Phú Thọ
795 Lê Duẩn, Đà Lạt, Lâm Đồng
997 Trần Phú, Buôn Ma Thuột, Đắk Lắk
325 Nguyễn Thái Học, Quế Võ, Bắc Ninh
908 Nguyễn Huệ, Hữu Lũng, Lạng Sơn
760 Trần Phú, Kiến An, Hải Phòng
380 Hai Bà Trưng, Đức Phổ, Quảng Ngãi
208 Lê Duẩn, Nhơn Trạch, Đồng Nai
788 Trần Phú, Trần Văn Thời, Cà Mau
490 Trần Phú, Khoái Châu, Hưng Yên
572 Đinh Tiên Hoàng, Gio Linh, Quảng Trị
525 Nguyễn Thái Học, Cư M'gar, Đắk Lắk
460 Hai Bà Trưng, Di Linh, Lâm Đồng
782 Trần Phú, Mộc Hóa, Tây Ninh
317 Trần Hưng Đạo, Krông Pắc, Đắk Lắk
894 Lê Duẩn, Kỳ Anh, Hà Tĩnh
339 Võ Thị Sáu, Đà Lạt, Lâm Đồng
368 Nguyễn Trãi, Cà Mau, Cà Mau
142 Nguyễn Thái Học, Sơn Tịnh, Quảng Ngãi
998 Phan Chu Trinh, Hàm Yên, Tuyên Quang
191 Phạm Văn Đồng, Nha Trang, Khánh Hòa
294 Lê Duẩn, Phú Xuân, Huế
705 Võ Thị Sáu, Sông Công, Thái Nguyên
960 Lê Duẩn, Ninh Hòa, Khánh Hòa
167 Nguyễn Trãi, Kim Sơn, Ninh Bình
859 Lê Lợi, Phong Thổ, Lai Châu
520 Lê Lợi, Uông Bí, Quảng Ninh
566 Phan Đình Phùng, Quảng Ngãi, Quảng Ngãi
61 Lê Duẩn, Long Khánh, Đồng Nai
936 Trần Phú, Bảo Thắng, Lào Cai
457 Nguyễn Thái Học, Buôn Ma Thuột, Đắk Lắk
545 Trần Phú, Nghi Xuân, Hà Tĩnh
711 Đinh Tiên Hoàng, Kỳ Anh, Hà Tĩnh
435 Nguyễn Huệ, Ninh Hòa, Khánh Hòa
731 Cách Mạng Tháng Tám, Đức Phổ, Quảng Ngãi
543 Nguyễn Du, Nguyên Bình, Cao Bằng
422 Phạm Văn Đồng, Ngô Quyền, Hải Phòng
196 Trần Phú, Cao Bằng, Cao Bằng
455 Hoàng Văn Thụ, Tam Điệp, Ninh Bình
258 Lê Lợi, Phú Xuân, Huế
303 Nguyễn Du, Trần Văn Thời, Cà Mau
52 Nguyễn Trãi, Hồng Bàng, Hải Phòng
219 Quang Trung, Cao Lộc, Lạng Sơn
78 Đinh Tiên Hoàng, Hải Châu, Đà Nẵng
547 Võ Thị Sáu, Tân An, Tây Ninh
758 Trần Hưng Đạo, Mỹ Hào, Hưng Yên
945 Cách Mạng Tháng Tám, Thuận Châu, Sơn La
885 Võ Thị Sáu, Mỹ Hào, Hưng Yên
824 Đinh Tiên Hoàng, Di Linh, Lâm Đồng
248 Quang Trung, Bát Xát, Lào Cai
738 Đinh Tiên Hoàng, Việt Trì, Phú Thọ
943 Nguyễn Trãi, Uông Bí, Quảng Ninh
45 Lê Duẩn, Ngũ Hành Sơn, Đà Nẵng
848 Nguyễn Văn Cừ, Long Hồ, Vĩnh Long
842 Phan Đình Phùng, Biên Hòa, Đồng Nai
143 Trần Phú, Châu Thành, An Giang
238 Đinh Tiên Hoàng, Nghi Lộc, Nghệ An
945 Phan Chu Trinh, Lê Chân, Hải Phòng
660 Hai Bà Trưng, Tịnh Biên, An Giang
109 Phan Chu Trinh, Bắc Ninh, Bắc Ninh
737 Võ Thị Sáu, Diễn Châu, Nghệ An
877 Cách Mạng Tháng Tám, Ninh Kiều, Cần Thơ
888 Lý Thường Kiệt, Lâm Thao, Phú Thọ
380 Phan Chu Trinh, Lai Châu, Lai Châu
955 Nguyễn Văn Cừ, Tân An, Tây Ninh
992 Đinh Tiên Hoàng, Cà Mau, Cà Mau
580 Lý Thường Kiệt, Vinh, Nghệ An
259 Quang Trung, Hồng Ngự, Đồng Tháp
254 Nguyễn Huệ, Hồng Bàng, Hải Phòng
100 Phan Đình Phùng, Than Uyên, Lai Châu
475 Đinh Tiên Hoàng, Quảng Trị, Quảng Trị
411 Hoàng Văn Thụ, Tư Nghĩa, Quảng Ngãi
542 Phan Đình Phùng, Đông Hà, Quảng Trị
935 Phan Đình Phùng, Đông Hà, Quảng Trị
282 Nguyễn Trãi, Ngô Quyền, Hải Phòng
750 Cách Mạng Tháng Tám, Hồng Bàng, Hải Phòng
55 Phạm Văn Đồng, U Minh, Cà Mau
480 Lê Lợi, Chư Păh, Gia Lai
362 Trần Phú, Đại Từ, Thái Nguyên
285 Nguyễn Du, Ea Kar, Đắk Lắk
653 Nguyễn Du, Bát Xát, Lào Cai
404 Phạm Văn Đồng, Trảng Bom, Đồng Nai
50 Lê Duẩn, U Minh, Cà Mau
685 Phan Đình Phùng, Đông Hà, Quảng Trị
589 Phan Đình Phùng, Bỉm Sơn, Thanh Hóa
421 Hoàng Văn Thụ, Yên Phong, Bắc Ninh
507 Nguyễn Du, Kim Sơn, Ninh Bình
976 Lý Thường Kiệt, Bát Xát, Lào Cai
89 Trần Phú, Ngũ Hành Sơn, Đà Nẵng
413 Hoàng Văn Thụ, Nghi Sơn, Thanh Hóa
820 Nguyễn Du, Ninh Kiều, Cần Thơ
686 Phạm Văn Đồng, Ayun Pa, Gia Lai
62 Hai Bà Trưng, Đức Hòa, Tây Ninh
954 Trần Phú, Tư Nghĩa, Quảng Ngãi
74 Quang Trung, Bỉm Sơn, Thanh Hóa
876 Nguyễn Trãi, Trảng Bom, Đồng Nai
482 Võ Thị Sáu, Ninh Kiều, Cần Thơ
682 Lê Duẩn, Uông Bí, Quảng Ninh
332 Trần Hưng Đạo, Cẩm Phả, Quảng Ninh
343 Đinh Tiên Hoàng, Hải Châu, Đà Nẵng
238 Phan Đình Phùng, Long Xuyên, An Giang
395 Phạm Văn Đồng, Tuyên Quang, Tuyên Quang
456 Nguyễn Văn Cừ, Yên Phong, Bắc Ninh
231 Nguyễn Du, Đầm Dơi, Cà Mau
417 Trần Phú, Thanh Khê, Đà Nẵng
895 Võ Thị Sáu, Quảng Ngãi, Quảng Ngãi
317 Trần Hưng Đạo, Vĩnh Long, Vĩnh Long
979 Nguyễn Thái Học, Bát Xát, Lào Cai
185 Phạm Văn Đồng, Thuận Châu, Sơn La
784 Quang Trung, Châu Thành, An Giang
609 Lý Thường Kiệt, Việt Trì, Phú Thọ
914 Nguyễn Du, Móng Cái, Quảng Ninh
300 Phan Chu Trinh, Điện Biên Phủ, Điện Biên
708 Phạm Văn Đồng, Hồng Ngự, Đồng Tháp
65 Trần Phú, Sơn Trà, Đà Nẵng
120 Lê Lợi, Mỹ Hào, Hưng Yên
645 Võ Thị Sáu, Đà Lạt, Lâm Đồng
312 Trần Phú, Hà Tĩnh, Hà Tĩnh
449 Nguyễn Văn Cừ, Nhơn Trạch, Đồng Nai
603 Nguyễn Thái Học, Đà Lạt, Lâm Đồng
996 Nguyễn Huệ, Diên Khánh, Khánh Hòa
402 Nguyễn Thái Học, Hữu Lũng, Lạng Sơn
287 Nguyễn Thái Học, Sơn La, Sơn La
591 Phạm Văn Đồng, Ngũ Hành Sơn, Đà Nẵng
514 Nguyễn Trãi, Châu Đốc, An Giang
302 Võ Thị Sáu, Chi Lăng, Lạng Sơn
200 Nguyễn Thái Học, Ayun Pa, Gia Lai
720 Trần Hưng Đạo, Nguyên Bình, Cao Bằng
397 Hai Bà Trưng, Nghi Xuân, Hà Tĩnh
744 Hai Bà Trưng, Thuận Châu, Sơn La
589 Cách Mạng Tháng Tám, Lấp Vò, Đồng Tháp
834 Hai Bà Trưng, Diễn Châu, Nghệ An
198 Hai Bà Trưng, Yên Sơn, Tuyên Quang
53 Nguyễn Trãi, Hồng Ngự, Đồng Tháp
855 Lý Thường Kiệt, Ngũ Hành Sơn, Đà Nẵng
